단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
글월/문/문구/문장,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11506,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190725/604152/IMG000223254_700X466.jpg,손가락을 모아 붙인 두 손의 손끝을 두 번 마주 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632018/MOV000249178_700X466.mp4
배부르다/부르다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=24032,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/223091/IMG000215372_700X466.jpg,왼손을 손등이 밖으로 손끝이 오른쪽으로 향하게 배 앞에 내놓고 오른손을 손등이 밖으로 손끝이 왼쪽으로 향하게 하여 배에 댔다가 내밀어 왼 손바닥에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633269/MOV000260438_700X466.mp4
불화,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10970,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231985/IMG000226160_700X466.jpg,손가락을 모아 붙인 두 손을 마주 보게 하여 앞뒤로 엇갈리게 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735047/MOV000252939_700X466.mp4
입장을 바꾸다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10842,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235456/IMG000230683_700X466.jpg,손등이 위로 향하게 손끝을 모아 쥔 두 손을 가슴 앞에서 전후로 놓았다가 동시에 반원을 그리며 움직여 두 손의 위치를 반대로 바꾸어 놓는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629735/MOV000256620_700X466.mp4
(불빛을)켜다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10629,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226705/IMG000219490_700X466.jpg,손끝이 밖으로 향하게 모아 댄 두 손의 손끝을 1·2·3·4지 끝이 약간 위로 향하게 편다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735720/MOV000247748_700X466.mp4
폴란드,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10571,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211611/IMG000201974_700X466.jpg,오른 손끝을 모아 끝을 왼쪽 가슴에 댔다가 오른쪽 가슴에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047322/MOV000361225_700X466.mp4
토요일,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10531,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808848/IMG000358316_700X466.jpg,두 손 각각 턱 가까이에서 손끝을 맞대고 비빈다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731426/MOV000234691_700X466.mp4
땅/육지/토지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10357,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230255/IMG000224047_700X466.jpg,두 손 각각 손가락 끝을 맞대고 비빈다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733645/MOV000251206_700X466.mp4
삼키다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10135,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222595/IMG000214722_700X466.jpg,오른손을 약간 구부려 끝이 턱으로 향하게 하였다가 손목을 안으로 돌려 목 밑으로 내리며 주먹을 쥔다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005894/MOV000359896_700X466.mp4
드레스,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10086,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201224/791298/IMG000357952_700X466.jpg,펴서 세운 왼 주먹의 4지 끝에 오른손의 1·2·3·4·5지 끝을 댔다가 벌리며 오른쪽으로 비스듬히 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735712/MOV000240883_700X466.mp4
주다/내밀다/내주다/건네주다/제공/교부,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8307,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238284/IMG000234305_700X466.jpg,오른손을 펴서 손바닥이 위로 손끝이 밖으로 향하게 하여 밖으로 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629649/MOV000259522_700X466.mp4
어지럽다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8219,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234039/IMG000228733_700X466.jpg,오른손의 손가락을 모아 끝이 안으로 향하게 하여 눈앞에서 왼쪽으로 두 바퀴 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734973/MOV000254997_700X466.mp4
어마어마하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8213,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234026/IMG000228711_700X466.jpg,오른손의 손가락을 모아 끝이 안으로 향하게 하여 눈 앞에서 왼쪽으로 두 바퀴 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735664/MOV000254979_700X466.mp4
육군,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8174,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234940/IMG000230003_700X466.jpg,"두 손 각각 손끝을 모아 대고 비빈 다음, 두 주먹을 오른쪽 가슴에 오른 주먹이 위에 놓이게 이어 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733331/MOV000256052_700X466.mp4
배낭,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7853,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233636/IMG000228365_700X466.jpg,"왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등에 오른손의 손가락을 구부려 등을 댄 다음, 두 주먹을 양쪽 가슴 앞에 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004452/MOV000359640_700X466.mp4
고등학교/고교,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7446,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229429/IMG000222836_700X466.jpg,"오른 손끝을 모아 붙여 이마 중앙에서 왼쪽으로 두 바퀴 돌린 다음, 두 손을 펴서 끝이 위로 등이 밖으로 향하게 얼굴 앞에 세워 한 번 당긴다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733269/MOV000250216_700X466.mp4
까다/벗기다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7348,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229379/IMG000222754_700X466.jpg,오므린 두 손의 손끝을 상하로 마주 댔다가 오른손을 두 번 밖으로 돌려 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631878/MOV000250152_700X466.mp4
문인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7319,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190725/604154/IMG000223431_700X466.jpg,"손가락을 모아 붙인 두 손의 손끝을 두 번 마주 댄 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042432/MOV000360975_700X466.mp4
문어,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7317,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210208/810670/IMG000358407_700X466.jpg,"손가락을 붙인 왼 손가락 끝을, 손바닥이 아래로 향한 오른 손등에 대고 오른 손가락을 번갈아 움직인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734935/MOV000250689_700X466.mp4
아프리카,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23899,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/235083/IMG000230114_700X466.jpg,오른 주먹의 손목을 코밑에 대고 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047363/MOV000361240_700X466.mp4
시인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7107,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210104/794413/IMG000358070_700X466.jpg,"손끝을 맞댄 두 손을 엇갈리게 상하로 움직인 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733243/MOV000256708_700X466.mp4
슬그머니,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7097,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190726/604520/IMG000230070_700X466.jpg,오른손의 손끝을 입 가까이에 대고 가볍게 움직이며 바람을 내쉰다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735636/MOV000256106_700X466.mp4
이불/침구/덮다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7066,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235535/IMG000230768_700X466.jpg,손가락을 가볍게 5지에 모아 댄 두 손을 배 위에서 가슴 앞까지 끌어 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627720/MOV000256690_700X466.mp4
켜다/켜지다/전깃불,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7041,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236841/IMG000232448_700X466.jpg,5지를 중심으로 손가락 끝을 맞댄 양손을 머리 양쪽에서 약간 아래로 내리며 활짝 편다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733623/MOV000258031_700X466.mp4
가입/등록,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6885,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/229136/IMG000222450_700X466.jpg,위로 향하게 편 왼 손바닥에 오른 손가락을 약간 구부려 끝을 대고 동시에 밖으로 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627638/MOV000249914_700X466.mp4
넣다/담그다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6631,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231212/IMG000225165_700X466.jpg,손끝이 오른쪽으로 향하게 세운 왼손의 1·5지 사이에 손끝이 아래로 향하게 편 오른손을 넣는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627514/MOV000252134_700X466.mp4
감,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6414,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229582/IMG000223005_700X466.jpg,오른 손끝을 모아 입에 대면서 입을 오므린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627246/MOV000250355_700X466.mp4
물러나다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6324,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230046/IMG000223625_700X466.jpg,"오른손의 손가락 끝을 맞대어 끝을, 손바닥이 위로 향하게 편 왼 손바닥에 올려놓았다가 아래로 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627218/MOV000250854_700X466.mp4
붓다/부풀다/부풀리다/부어있다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6196,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231996/IMG000226179_700X466.jpg,손등이 위로 향하게 편 왼 손등에 손끝을 모아 쥔 오른 손끝을 댔다가 위로 올리며 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735177/MOV000252955_700X466.mp4
수제비,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6112,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210217/813841/IMG000358524_700X466.jpg,"왼 손의 손바닥이 위로 향하게 하고, 왼손의 끝 부분을 오른손으로 떼어 내리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785420/MOV000357078_700X466.mp4
창원/창원시,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6048,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190725/604164/IMG000231890_700X466.jpg,왼 손끝을 맞대어 끝이 오른쪽으로 향하게 하고 오른 손끝을 맞대어 끝이 왼쪽으로 향하게 하여 서로 두 번 부딪친다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042622/MOV000361006_700X466.mp4
도토리,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5574,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231373/IMG000225394_700X466.jpg,"오른 주먹의 1지를 펴서 끝이 왼쪽으로 향하게 하고, 왼 손끝으로 오른 주먹의 1지 끝을 가볍게 잡고 오른손을 전후로 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734824/MOV000252333_700X466.mp4
만,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10398,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231283/IMG000225241_700X466.jpg,오른 주먹의 1·5지를 펴서 끝이 밖으로 향하게 하여 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005859/MOV000359861_700X466.mp4
낙하산,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4756,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228276/IMG000221379_700X466.jpg,"왼 주먹의 1지를 펴서 옆으로 비스듬히 세우고, 그 위에 오른손을 오므려 놓고, 두 손을 동시에 왼쪽으로 천천히 내리며 오른손을 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003210/MOV000359585_700X466.mp4
퇴직금,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4187,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225292/IMG000217993_700X466.jpg,"오른손의 손가락 끝을 맞대어 끝을, 손바닥이 위로 향하게 편 왼 손바닥에 올려놓았다가 아래로 내린 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두번 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001934/MOV000359511_700X466.mp4
공수부대,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3800,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227953/IMG000220946_700X466.jpg,"왼 주먹의 1지를 펴서 비스듬히 세우고 그 위에 오른손을 오므려 놓고, 두 손을 동시에 왼쪽으로 천천히 내리며 오른손을 편 다음, 두 주먹을 오른쪽 가슴에 오른 주먹이 위에 놓이게 상하로 이어 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20240118/1261098/MOV000361357_700X466.mp4
등록비,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3232,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216367/IMG000207434_700X466.jpg,"위로 향하게 편 왼 손바닥에 오른 손가락을 약간 구부려 끝을 대고 동시에 밖으로 내민 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005079/MOV000359807_700X466.mp4
박학/유식,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2685,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222070/IMG000214106_700X466.jpg,오른손의 손가락 끝을 모아 붙여 머리 오른쪽에 댔다가 5지 끝은 그대로 두고 1·2·3·4지를 위로 편다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735141/MOV000244056_700X466.mp4
